"registryid","population_center","population_center_state","population_center_dist","ret_facility_name","ret_facility_id","ret_facility_dist","road_name","road_dist","substation_name","substation_countyfips","substation_dist"
"110038704587","Rockford","IL","62108.801841414","Rock River","4057","78607.1974700665","US Hwy 20","3390.15603684928","UNKNOWN144432","17177","595.613764159112"
"110046426364","Bethlehem","PA","2827.45265760617","TalenEnergy Martins Creek","3148","41324.5383611429","State Rte 378","918.125310548417","UNKNOWN157259","42077","2475.94574814043"
"110070523706","Bethel Park","PA","33862.2261603506","Cardinal","2828","44629.6320752419","I- 70","1108.81449844479","UNKNOWN123891","42125","2504.07519946952"
"110045401551","Socorro","TX","4791.98797297582","Copper","9","10028.0914396608","Border Hwy","1955.05781857742","AMERICAS","48141","2633.81424815257"
"110064692756","Rock Hill","SC","41780.9800889796","Camden South Carolina","10795","65897.7842151396","I- 77","28562.5141515665","UNKNOWN170166","45057","415.248606200097"
"110071089555","Florence","KY","27215.4321783961","Miami Fort","2832","6271.67708463186","I- 275","3483.70192258788","UNKNOWN124890","18029","118.449534224103"
"110070004430","Flagstaff","AZ","3631.27388827752","Cholla","113","153111.349388959","I- 40","1693.52707966207","UNKNOWN303885","04005","2937.49458015102"
"110039556511","Boston","MA","143.809398385953","Mass Inst Tech Cntrl Utilities/Cogen Plt","54907","4156.26310943724","State Rte 3","474.8723897988","CHATHAM STREET","25025","232.580545455952"
"110056252932","Asheville","NC","1005.44862361969","Asheville","2706","16448.9432532152","US Hwy 70","635.448328468466","UNKNOWN162745","37021","709.808545315475"
"110038731904","West Little River","FL","5192.44344734784","Indiantown Cogeneration LP","50976","152835.954883622","I- 95","1490.77215885497","LEMON CITY","12086","495.478332638457"
"110055950733","Burlington","VT","1635.17496457779","Albany Medical Ctr Cogen Plant","59453","285612.220699536","I- 89","3292.01639602578","UNKNOWN139867","50007","2255.78478908231"
"110043455105","Burlington","VT","84353.5509074199","Mead Rumford Cogen","10491","213080.420182213","I- 91","38907.8279208841","WOLCOTT","50015","1938.93494853605"
"110039546042","Ann Arbor","MI","63668.4626086342","Monroe (MI)","1733","75789.9589656438","US Hwy 23","39840.0785035941","UNKNOWN145818","26091","3437.20791253042"
"110039532066","Southfield","MI","2112.104540088","Hancock","1730","24640.9075510304","I- 696","754.487866760141","SOUTHFIELD","26163","6017.93666865778"
"110038709332","Poway","CA","1788.0458431363","UCSD Fuel Cell Plant","57735","25034.8315083188","Escondido Fwy","6887.08089005443","POMERADO","06073","1998.73755797278"
"110070560333","Burlington","VT","177905.279538674","Albany Medical Ctr Cogen Plant","59453","369731.335875383","I- 87","133146.144024704","UNKNOWN127606","36089","7968.09147202783"
"110046426346","Bethlehem","PA","754.866884936278","TalenEnergy Martins Creek","3148","39253.4079956538","State Rte 378","1531.88257969146","UNKNOWN123765","42095","1483.88675508333"
"110070004633","Newark","NJ","4247.88423327768","Newark Bay Cogeneration Partnership LP","50385","2342.34545888721","New Jersey Tpke","1633.74124078464","FOUNDRY STREET","34013","1537.1770011812"
"110039536874","Buffalo","NY","233.199824975782","General Mills Inc","54564","2266.55324787971","I- 190","609.32769593905","ELM ST","36029","1069.67898869274"
"110059721957","Greenville","NC","50031.7825355057","Edgecombe Genco LLC","10384","81515.2354912111","US Hwy 64","1975.94237336236","EVERETTS","37117","5712.13074784407"
"110063597282","Somerville","MA","1518.46203887218","Mass Inst Tech Cntrl Utilities/Cogen Plt","54907","2657.27040993724","I- 93","1979.63040894187","SOMERVILLE","25017","150.609874485437"
"110067153261","South Pasadena","CA","4441.76986243408","Caltech Central","57460","6960.10887234648","State Rte 134","1645.23906831542","UNKNOWN305781","06037","2222.38157198955"
"110038711061","Las Vegas","NV","2617.86899336507","Saguaro Power","54271","25292.3609151035","US Hwy 93","306.287827546302","MILLER","32003","1475.1947685387"
"110070560343","Burlington","VT","133493.686010715","Mead Rumford Cogen","10491","164984.654075574","I- 91","1482.66652918257","UNKNOWN162234","50005","379.040105879889"
"110069442561","Missoula","MT","80104.5986605837","Northeast (WA)","6210","338731.831212312","I- 90","38829.5889962969","DIXON","30089","13740.2465231165"
"110038744543","Columbia","MO","677.95903857106","MU Combined Heat and Power Plant","50969","492.655720962421","I- 70","2778.27284289237","UNKNOWN117140","29019","2718.31592884819"
"110055085232","Williston","ND","335093.52114621","Lewis & Clark","6089","289146.161290384","I- 94","275199.862342561","UNKNOWN204634","30105","1412.16642812938"
"110070034270","Minot","ND","4371.50017477166","R M Heskett","2790","229223.287905332","I- 94","225673.807700515","UNKNOWN133958","38101","1416.00234112315"
"110070385511","Great Falls","MT","315146.846148599","Northeast (WA)","6210","471363.854295203","US Hwy 93 Alt","132872.348280368","UNKNOWN202635","30035","15703.8362594557"
"110070068867","Casa Grande","AZ","2538.4606680855","Ocotillo","116","74302.8518670989","I- 8","6737.13403511466","CASA GRANDE","04021","2191.26524572419"
"110022623151","Oklahoma City","OK","319.075303165581","Weleetka","2966","155033.873209088","US Hwy 77","1237.5240428242","OKLAHOMA GAS ELECTRIC","40109","1378.70007808052"
"110043964859","Philadelphia","PA","10138.5757262349","Philadelphia Refinery","52106","17817.468728526","Roosevelt Blvd","60.4941005254992","WAYNE JUNCTION","42101","781.56211925571"
"110054365209","Meriden","CT","791.659590565825","Capitol District Energy Center","50498","35566.8705606104","I- 691","788.397295750287","UNKNOWN136477","09009","3346.41434292493"
"110070100669","Baton Rouge","LA","2651.3752772438","Georgia-Pacific Port Hudson","10612","29320.3775595894","I- 110","1015.8590997247","DOWNTOWN","22033","1586.61526010687"
"110038711711","Las Vegas","NV","2724.72517607335","Saguaro Power","54271","25152.8254974432","US Hwy 93","650.294184038643","MILLER","32003","1702.25814624611"
"110030982131","Alameda","CA","7214.42117822135","CSU East Bay","57042","20587.8203054694","I- 880","1020.50339920587","STATION J","06001","2074.12974830075"
"110070069139","Tallahassee","FL","2714.45449202542","Deerhaven Generating Station","663","230123.692345037","State Hwy 8","6169.30061053862","UNKNOWN107685","12073","1597.96374055304"
"110070225988","Granite City","IL","10422.500476588","Sioux","2107","25509.944200531","I- 270","3658.0856884295","UNKNOWN117835","29189","774.421496080268"
"110055264379","Washington","DC","6630.57325177094","Chalk Point Steam","65285","62339.9258022201","US Hwy 50","90.7730244469889","UNKNOWN162145","11001","442.991753104054"
"110057002292","Lawrence","MA","1629.51148364499","Waters River","1678","34981.4948032122","Blue Star Memorial Hwy","1257.625064438","SOUTH BROADWAY","25009","2093.91631095282"
"110070068620","Atlanta","GA","4667.57628705774","Wansley","6052","79453.6881380523","State Rte 402","2592.08749000946","UNKNOWN116619","13121","2539.50976581237"
"110063009284","Little Rock","AR","360.475372061856","Lake Catherine","170","81887.0143256266","I- 630","792.704645871783","UNKNOWN154333","05119","794.28670516394"
"110054627203","Aberdeen","SD","159694.310428476","Hoot Lake","1943","152022.973071744","US Hwy 81","7925.98571138257","UNKNOWN131141","46109","1515.47537796031"
"110070149308","Grand Forks","ND","201986.030382687","R M Heskett","2790","289913.153826184","I- 94","179770.572401331","UNKNOWN134243","38005","12521.7169892659"
"110060281074","Tallahassee","FL","1966.57419985119","Deerhaven Generating Station","663","229466.190550743","State Hwy 8","6269.375120073","UNKNOWN121037","12073","1008.44794530106"
"110070525738","Tucson","AZ","10045.4341666546","H Wilson Sundt Generating Station","126","1896.95776098918","I- 10","916.860010347819","IRVINGTON","04019","1687.43855881991"
"110057203093","Cheyenne","WY","3571.69297673683","Rawhide","6761","45778.9122350663","I- 80","2152.62416857544","UNKNOWN209416","56021","2773.95526064749"
"110038697096","Fitchburg","MA","21559.057561202","Simonds","58945","26126.0520977073","State Rte 2","2195.16135368479","UNKNOWN133570","25027","1716.68310396299"
"110054364291","Muskegon","MI","113806.130764706","TES Filer City Station","50835","74616.8629925523","US Hwy 131","29398.9950601935","UNKNOWN145727","26085","5083.12393933278"
"110040213872","Detroit","MI","4401.28909127123","River Rouge","1740","13996.1813440001","Edsel Ford Fwy","327.943186055386","UNKNOWN157685","26163","1533.83803257556"
"110042296814","Racine","WI","1795.91057647351","South Oak Creek","4041","18277.9084304928","I- 94","17583.4216776774","HAYES","55101","3904.97182643688"
"110038748479","North Royalton","OH","6837.38870763813","Arcelormittal Cleveland Inc","10398","24988.2938152448","I- 80","1431.28343275165","UNKNOWN113740","39035","4161.14409239812"
"110070234895","McMinnville","OR","95695.2646517643","Alden Bailey Power Plant","56223","109443.640986153","Pacific Hwy","129540.82583891","GARIBALDI","41057","1619.14500855454"
"110038710981","Oakland","CA","2575.31753709151","SF State University","57043","25786.0366658633","Grove Shafter Fwy","268.351130866384","OAKLAND L","06001","174.660216800741"
"110070028561","Terre Haute","IN","30024.5004228145","Crawfordsville Power Plant","1024","78291.9771910557","I- 70","33167.3090455372","UNKNOWN124440","18165","2513.85382781177"
"110055376917","Aberdeen","SD","130336.717566928","Huron","3344","180333.474988687","US Hwy 81","28865.1542702339","UNKNOWN133747","46037","22295.0762216254"
"110069239700","New Bern","NC","34996.7234932222","Edgecombe Genco LLC","10384","184456.411016838","US Hwy 17","32385.2587768508","UNKNOWN111433","37049","206.530512255165"
"110063860193","Missoula","MT","99051.0322687163","Northeast (WA)","6210","372367.243884416","I- 90","75897.4751783534","UNKNOWN207795","30047","13047.4850724193"
"110070671452","Sioux Falls","SD","188039.314140375","Huron","3344","200142.203492934","I- 90","95311.0321207695","UNKNOWN163572","46023","837.548747900445"
"110070525747","Trenton","NJ","2301.5644519934","West Point (PA)","52149","60822.2219367481","State Rte 26","921.790480732356","UNKNOWN123437","42017","4150.36349697034"
"110070225976","St. Joseph","MO","27168.4327197241","Lake Road (MO)","2098","28530.1757055399","I- 29","13982.5827356066","UNKNOWN120029","29021","7006.76565982016"
"110039547595","Richfield","MN","9956.63340676635","Black Dog","1904","16154.8716309416","Crosstown Hwy","1557.58141583917","SOUTHTOWN","27053","4152.07372598597"
"110067450680","Pontiac","MI","4942.29040434592","Hancock","1730","18021.8259481371","State Hwy 24","5320.89737008833","UNKNOWN128394","26125","3182.48742544949"
"110064403079","Monroeville","PA","7104.49624701836","Cheswick Power Plant","8226","21390.0811716605","Penn Lincoln Pkwy","7206.62194130879","WILMERDING","42003","1509.74146092009"
"110046370574","Florence","SC","40792.347698305","Darlington County","3250","12586.0084522818","I- 20","22329.1811467533","UNKNOWN121663","45031","1664.41279156768"
"110056253076","Albany","NY","2028.39163341575","Albany Medical Ctr Cogen Plant","59453","4483.85711639582","I- 787","1047.88703284745","UNKNOWN136096","36083","1669.37087054937"
"110040723410","Elkhart","IN","630.37504963992","Graphic Packaging","10698","103503.637266001","US Hwy 20","5316.76540779776","HARRISON ST","18039","401.518578658051"
"110038721862","Saratoga Springs","NY","40282.9006535381","Albany Medical Ctr Cogen Plant","59453","101310.051702744","I- 87","2862.19230829861","UNKNOWN135781","36113","1505.92478779842"
"110056254510","Pensacola","FL","5886.54990148673","Pea Ridge","7715","25664.9964784956","State Hwy 8a","4486.40066176166","BAYOU CHICO","12033","1489.44858035285"
"110069497903","South Bend","IN","26192.6382060249","Michigan City","997","45461.1191246323","I- 80","5191.92812677224","UNKNOWN147724","18141","502.405001477051"
"110039545800","Richmond","VA","3049.98531995152","Bellmeade Power Station","50966","3737.33845629263","Richmond-Petersburg Tpke","1750.5313627167","UNKNOWN115880","51760","790.22541180504"
"110070261939","Keizer","OR","6165.07516821001","Alden Bailey Power Plant","56223","194343.460555896","Pacific Hwy","148.166224528104","CLAXTER","41047","2129.77276016262"
"110038711123","Las Vegas","NV","2515.68174430858","Saguaro Power","54271","25305.778736639","US Hwy 93","155.958658963132","MILLER","32003","1452.08379671167"
"110038721194","Philadelphia","PA","5191.51588459741","Philadelphia Refinery","52106","13868.3783943065","Delaware Expy","2181.92612103409","TUNA","42101","2337.96781069604"
"110063008999","DeLand","FL","1638.52909436697","Stanton Energy Center","564","71257.4560425227","State Hwy 400","7472.93829722672","DELAND","12127","2581.09753843679"
"110042300104","Huntersville","NC","11603.3559790708","Marshall (NC)","2727","34136.7681762233","I- 85","5858.63559488755","UNKNOWN151291","37025","2551.18051646334"
"110071090001","Juneau","AK","574413.346843992","University of Washington Power Plant","54809","1840657.87296363","I- 5","1635071.91031145","KETCHIKAN","02130","112672.287732559"
"110043455775","Southfield","MI","895.098855303279","Hancock","1730","22687.6847507573","Northwestern Hwy","39.6569813028008","SOUTHFIELD","26163","6870.61644211385"
"110038721924","North Tonawanda","NY","680.646502875764","General Mills Inc","54564","26618.5885150697","I- 290","6836.56924334895","UNKNOWN124226","36063","607.949369272617"
"110070560379","Saratoga Springs","NY","39006.2218699807","Albany Medical Ctr Cogen Plant","59453","100221.74302803","I- 87","1848.80635989536","UNKNOWN135781","36113","1723.73621413272"
"110070525616","Olympia","WA","107945.894819263","Transalta Centralia Generation","3845","117259.886805208","US Hwy 101","95918.6885646624","UNKNOWN206447","53027","1463.02758603754"
"110056363885","Goshen","IN","1487.8339208697","Graphic Packaging","10698","112030.824680759","US Hwy 20","13299.8092976302","UNKNOWN139035","18039","1110.97733981465"
"110038694179","Springfield","MO","2734.06787606106","James River Power Station","2161","14976.7804650177","I- 44","5092.9423749224","UNKNOWN117162","29077","880.532890479013"
"110015332237","Milwaukee","WI","1364.06721876815","South Oak Creek","4041","31864.8912115144","North-South Fwy","931.519054542219","HAYMARKET SQUARE","55079","437.760679115588"
"110054627631","Lochearn","MD","4470.62707063704","Westport","1560","11855.0613191674","I- 70","4333.12233106969","UNKNOWN146303","24510","2598.24640091627"
"110070258625","Madison","MS","22043.0294414385","Rex Brown","2053","39391.9021971257","I- 55","2856.16714750765","UNKNOWN109669","28089","4332.94561836239"
"110070247764","Mesa","AZ","2593.25833682497","Ocotillo","116","13103.5195901353","Superstition Fwy","3850.66548374185","ROGERS","04013","1413.26911428608"
"110055950252","Whitney","NV","3175.4490887293","Saguaro Power","54271","11654.5268334654","US Hwy 93","2980.16341004066","UNKNOWN306170","32003","1806.22873103331"
"110046426989","Portland","ME","709.645242564999","Androscoggin Mill","54085","131086.89357707","I- 295","1275.38886825023","UNKNOWN133124","23005","2751.31502913726"
"110070258789","Denver","CO","5391.95784125056","Cherokee","469","10212.3742055445","I- 70","5720.82485239413","HARRISON","08031","813.792990049044"
"110043562178","Gary","IN","3015.67293968912","Bailly","995","24411.7068521338","I- 80","1911.81270592578","UNKNOWN128022","18089","3382.74505755135"
"110069992183","Rochester","NH","6479.07476204331","Waters River","1678","119666.903294188","State Rte 16","4950.91709885801","UNKNOWN132721","33017","3747.8564578881"
"110039550312","Westerville","OH","29816.0375506281","Conesville","2840","87605.3406251257","State Rte 161","16213.6542693297","JUG STREET","39089","16497.6213606665"
"110038759947","Port St. Lucie","FL","47748.0837942158","Indiantown Cogeneration LP","50976","42375.4256293943","Florida's Tpke","47519.6561468017","OKEECHOBEE","12093","7569.1766480357"
"110067153136","Meriden","CT","1523.10203113994","Capitol District Energy Center","50498","36399.6333881302","I- 691","1678.31165783107","UNKNOWN136477","09009","2345.5115023181"
"110070247554","Honolulu","HI","4627.49467421312","AES Hawaii","10673","27740.8893084261","Lunalilo Fwy","1616.56261418951","UNKNOWN155647","15003","2922.93258468427"
"110063210680","Green Bay","WI","198738.967498893","West Marinette","4076","113813.40889677","US Hwy 41","116599.552356778","NIAGRA PAPER OF WISCONSIN","55075","919.185208621704"
"110070004556","New Orleans","LA","12505.8442336734","Toca Plant","54705","18151.0682197584","US Hwy 90 Bus","8362.94193279686","UNKNOWN111924","22087","1074.79146337152"
"110038764012","Waterbury","CT","6660.7274693394","Capitol District Energy Center","50498","50805.9567970257","State Hwy 8","2390.83381711395","SHAW HILLS","09005","1722.30449524213"
"110038737445","Richmond","VA","4858.81098006426","Bellmeade Power Station","50966","10531.6071305306","I- 195","1180.26813356625","UNKNOWN162232","51760","621.930887564261"
"110038724654","Eastpointe","MI","5828.84738794821","River Rouge","1740","28463.4078180757","Edsel Ford Fwy","4436.99585003188","UNKNOWN172328","26163","5040.24071975769"
"110070106182","Lee's Summit","MO","102148.864846853","Blue Valley","2132","118718.449245556","US Hwy 71","63193.4733655922","UNKNOWN121362","29083","307.871805763282"
"110043425647","Farmington","NM","84073.1831212597","Animas","2465","83547.8652552006","I- 40","244342.121788769","UNKNOWN209750","08067","1112.18805152763"
"110040478337","Oak Creek","WI","5293.83574961379","South Oak Creek","4041","5578.81725771161","North-South Fwy","9302.06340942094","PENNSYLVANIA","55079","3974.57200256829"
"110054627409","Tucson","AZ","8919.9775706411","H Wilson Sundt Generating Station","126","6010.45683132111","I- 19","3157.59251972951","DREXEL","04019","1514.82666563688"
"110038694295","Great Falls","MT","1998.85235072601","Colstrip","6076","585923.619516505","US Hwy 89","3225.16124281283","UNKNOWN206569","30013","3126.20032785956"
"110069498387","Toledo","OH","6379.02124179174","Monroe (MI)","1733","45563.2894221396","I- 75","3630.76355933243","UNKNOWN113813","39095","2478.73980442507"
"110054625447","Jackson","MI","6636.85323948363","Erickson Station","1832","79775.36671298","US Hwy 127","295.142195838085","UNKNOWN129986","26075","1176.56510041201"
"110070247759","Mesa","AZ","2852.08882396114","Ocotillo","116","13386.4014901224","Superstition Fwy","3866.13449041012","ROGERS","04013","1532.74025033945"
"110059720985","Sahuarita","AZ","92732.0694363852","H Wilson Sundt Generating Station","126","113951.44408498","I- 19","74581.5642279952","SELLS","04019","42373.5531525425"
"110070525708","Philadelphia","PA","21617.4451781715","West Point (PA)","52149","25800.7669358636","State Rte 309","4329.99912321166","UNKNOWN173013","42091","1057.34780270174"
"110055130353","Calumet City","IL","3690.5981594739","ITT Cogen Facility","52021","31646.5718146441","I- 94","2147.69766761956","BURNHAM","17031","1668.28891255737"
"110044214775","Council Bluffs","IA","3028.79423105747","North Omaha","2291","14022.2992361077","I- 29","3125.34232158566","UNKNOWN132030","19155","1113.7343557314"
"110055377603","Aberdeen","SD","133187.346326275","Huron","3344","182519.336933006","US Hwy 81","25898.7175197412","UNKNOWN133747","46037","20853.583475457"
"110045011919","Durham","NC","1104.16937584962","Mecklenburg Power Station","52007","92265.1037838309","Durham Fwy","1584.81609372464","UNKNOWN115141","37063","1281.61445987372"
"110070556184","Trenton","NJ","1516.47076251144","West Point (PA)","52149","58407.6610418043","State Hwy 29","1171.79528341528","UNKNOWN172393","34021","5199.69733065794"
"110070671373","Greenville","SC","1257.41876310375","W S Lee","3264","34234.1188928605","I- 385","2390.94958361507","UNKNOWN114010","45045","366.927218834031"
"110017022176","Evans","GA","26755.8577256292","Kamin LLC Wrens Plant","54880","68067.8826713079","I- 20","35782.7865286331","UNKNOWN116757","45065","2376.07529645033"
"110070225923","Indianapolis","IN","1776.33983499407","Crawfordsville Power Plant","1024","93498.4300126687","I- 70","241.538507344878","UNKNOWN124524","18097","1268.38079169517"
"110070525648","Minot","ND","1971.29283136674","R M Heskett","2790","230226.118766673","I- 94","226301.206636876","UNKNOWN133958","38101","2574.53055824689"
"110070068960","Paradise","CA","91844.7117839691","Oroville Cogeneration LP","54477","113643.551218323","State Rte 149","108722.666577839","UNKNOWN300379","06063","229.526938543096"
"110040129125","Nashua","NH","3390.71215872684","Simonds","58945","43680.7352578952","US Hwy 3","1157.88144272054","UNKNOWN132738","33011","1875.1447046573"
"110038711935","Las Vegas","NV","2623.20562398906","Saguaro Power","54271","25343.7921494891","US Hwy 93","219.059622686111","MILLER","32003","1416.45022627627"
"110070149098","Williamsport","PA","3698.53186460908","TalenEnergy Montour","3149","48894.7373820407","US Hwy 15","738.111187740532","UNKNOWN172993","42081","623.079316528255"
"110038708707","Poway","CA","776.530215821784","UCSD Fuel Cell Plant","57735","24125.4199475476","Escondido Fwy","5984.61132615595","POMERADO","06073","2131.0136372971"
"110038702641","Billings","MT","100880.959192575","Colstrip","6076","113211.202782117","US Hwy 212","2393.68038345001","UNKNOWN205090","30003","821.670151467518"
"110071090401","Cincinnati","OH","18078.4590398054","Hamilton (OH)","2917","28985.3367348248","I- 75","140.174722148734","UNKNOWN156786","39061","1583.52418772919"
"110006574180","Sioux City","IA","75058.73114828","North Omaha","2291","178823.120422864","I- 29","68672.5934496532","UNKNOWN137961","31179","3343.05200206021"
"110067033347","Bangor","ME","107375.619363931","Androscoggin Mill","54085","250824.241583787","I- 395","99787.2243663571","UNKNOWN161324","23009","25866.6565489395"
"110038695285","West Sacramento","CA","3868.09582841463","Greenleaf 1","10350","70080.097281077","el Dorado Fwy","489.034391081602","WEST SACRAMENTO","06113","1978.28107318368"
"110070384762","St. Petersburg","FL","1557.39908678251","Higgins","630","29680.1372894455","I- 275","1407.85027227307","UNKNOWN125016","12103","698.569271629845"
"110063597111","Bangor","ME","92794.3207997697","Androscoggin Mill","54085","234775.686833434","I- 95","10310.4649016075","UNKNOWN161340","23019","1234.84260570438"
"110018096095","O'Fallon","IL","13954.2536429091","Sioux","2107","48526.5652698404","I- 55","2825.14343327277","UNKNOWN172164","17119","3108.36120731796"
"110038712211","Oakland","CA","2743.14643815446","SF State University","57043","25893.9519531684","Grove Shafter Fwy","449.309674288039","OAKLAND L","06001","151.19215843825"
"110039138714","Houston","TX","7708.90054977778","Sam Bertron","3468","29556.0236072789","Gulf Fwy","973.60004048586","UNKNOWN301538","48201","1025.77737426149"
"110054145484","Mount Pleasant","MI","85431.8935476983","TES Filer City Station","50835","111207.992920454","US Hwy 131","3463.6323365595","UNKNOWN133929","26107","5154.78235432367"
"110039531450","St. Louis","MO","5276.05918647732","Meramec","2104","35565.3270833545","US Hwy 40","655.98602788224","POPLAR","29510","541.898733381622"
"110067367076","Holland","MI","14646.0163573476","Claude Vandyke","1880","20425.1434982082","I- 196","1708.22798513354","UNKNOWN128758","26139","857.889512480655"
"110038712355","Ocala","FL","2516.15269032247","John R Kelly","664","63104.0940029109","State Hwy 93","5411.49682434841","UNKNOWN152934","12083","172.86061473841"
"110040823044","Greeley","CO","15428.8773695525","Rawhide","6761","60240.2334583536","I- 25","31654.2944769788","UNKNOWN208131","08123","11833.5576434987"
"110070261888","Royal Oak","MI","6612.16834703636","Par Sterile Products","50318","23477.5736644252","I- 75","5205.80446341386","BLOOMFIELD","26125","1463.70260380954"
"110038704694","Iowa City","IA","5340.34879830132","University of Iowa Main Power Plant","54775","4578.45632913919","I- 80","373.781475818213","UNKNOWN137654","19103","1566.74276589794"
"110067221063","Oklahoma City","OK","2305.62157098631","Weleetka","2966","154882.850425112","I- 40","743.217988590909","UNKNOWN118535","40109","1057.19009908375"
"110038731940","Lafayette","IN","4968.6341506227","Caterpillar","50935","5791.95384420134","I- 65","7154.98576035378","UNKNOWN123366","18157","834.933335666606"
"110037064495","Joplin","MO","92494.317754601","Coffeyville","1271","56368.3266045314","Will Rogers Tpke","78352.2504985235","UNKNOWN119016","20099","1059.96532891696"
"110070234999","Jackson","MI","562.907709800237","Erickson Station","1832","72910.7081129719","US Hwy 127","3428.07078063783","UNKNOWN128613","26075","1412.21761101234"
"110055084625","Charleston","SC","1862.41224682532","Williams","3298","29327.7863372306","US Hwy 17","287.252593849234","UNKNOWN147126","45019","1365.87712087053"
"110071089170","Morristown","TN","72205.7918294937","Bull Run","3396","95070.1795684537","I- 75","44032.828575171","MIDDLESBORO","21013","972.937985075526"
"110070671466","Sioux Falls","SD","185910.77696148","Huron","3344","195265.369205071","I- 90","90440.9237123441","UNKNOWN163572","46023","4193.8080823955"
"110063009024","Concord","NH","53582.389010202","Simonds","58945","153330.744775188","Sen Styles Bridge Hwy","16402.3701485797","UNKNOWN132701","33001","1925.53947437879"
"110038761854","Springfield","OH","28077.9764162933","Wausau Paper Middletown","57940","112163.150208926","US Rte 68","13834.1061046944","UNKNOWN157437","39021","4792.71453206237"
"110064564573","Overland Park","KS","396.029669764159","Blue Valley","2132","41671.8544431598","US Hwy 69","2992.21336032991","UNKNOWN118112","20091","3371.82493804305"
"110039544099","New Bedford","MA","99.23541409791","Pilgrim Nuclear Power Station","1590","60293.7477748355","State Rte 18","696.499213046157","ACUSHNET TAP","25005","5324.59236706074"
"110033607292","Sacramento","CA","1601.19617049526","Greenleaf 1","10350","73390.3160171376","State Hwy 16","792.719809195454","STATION B","06067","721.502486047057"
"110045400749","Owasso","OK","59948.846554493","GREC","165","16574.7535817899","Will Rogers Tpke","16352.9441999648","UNKNOWN119007","40097","288.659690285703"
"110054366057","Philadelphia","PA","4473.38660272319","Philadelphia Refinery","52106","5154.97667739427","I- 76","148.33974025293","TUNNEL","42101","916.722944283456"
"110071090904","Scottsdale","AZ","9545.87627190966","Ocotillo","116","13580.7669325147","Loop 202","4434.89663851198","EVERGREEN","04013","514.051345946616"
"110056364615","Elkhart","IN","5108.57726774062","Palisades","1715","99470.6340681947","I- 80","4665.83457625993","UNKNOWN147707","18039","988.088078798061"
"110070247628","Greenville","SC","2399.85033944864","W S Lee","3264","31928.5165766892","US Hwy 29","2179.33102222835","UNKNOWN170145","45045","1261.91666046837"
"110025306675","Bridgeport","CT","4855.42125063858","Bridgeport Station","568","2128.83091507573","Connecticut Tpke","357.019043276673","UNKNOWN133270","09001","2077.70794822157"
"110038711034","Oakland","CA","2421.97995809831","SF State University","57043","25611.4048195273","Grove Shafter Fwy","170.427276156342","OAKLAND L","06001","349.476032744747"
"110070523674","Jackson","MI","39749.3232022062","Erickson Station","1832","68159.2195915983","I- 94","2701.47169493989","UNKNOWN128579","26025","1260.17737757397"
"110069992139","Neenah","WI","3311.4692919877","Consumer Operations LLC","10360","68011.4039875279","US Hwy 41","2393.41345597221","UNKNOWN163022","55139","1021.95000442605"
"110071089116","Mount Pleasant","MI","114875.257925494","TES Filer City Station","50835","150668.396015838","US Hwy 27","15272.435658216","UNKNOWN145715","26143","29359.5375577467"
"110070385432","Bangor","ME","3952.1611959217","Androscoggin Mill","54085","170121.438611408","I- 95","1462.7869951504","UNKNOWN133050","23019","1318.85479150582"
"110044215079","Lincoln","NE","54819.6649910038","North Omaha","2291","142703.804454189","US Hwy 34","57007.507594095","UNKNOWN158304","31067","5528.69775549926"
"110039531888","Lansing","MI","2795.69004944302","Eckert Station","1831","2590.13901037835","US Hwy 27 Bus","1294.61385866104","UNKNOWN172270","26065","1481.74001278154"
"110070385448","Frankfort","KY","1320.37295181771","E W Brown","1355","60988.1578836641","I- 64","5818.73466878272","UNKNOWN169315","21073","771.601983857375"
"110038710678","Colorado Springs","CO","139980.486167751","South Plant","492","137823.651029459","US Hwy 85","137401.550640046","SMELTERTOWN","08015","590.004391205744"
"110038737864","Gahanna","OH","6261.81759105193","Conesville","2840","111536.838318658","Jack Nicklaus Fwy","455.882871525868","LUCENT","39049","2466.74447484453"
"110070028586","Long Branch","NJ","11516.1500303271","Newark Bay Cogeneration Partnership LP","50385","73839.8776457646","State Rte 18","2759.31466779211","UNKNOWN173642","34025","233.746944272125"
"110040724151","Oak Forest","IL","8721.83425562432","ITT Cogen Facility","52021","28961.8114743436","I- 294","2177.8413235512","UNKNOWN122272","17031","548.052926210144"
"110038732066","West Lafayette","IN","3852.3122576491","Caterpillar","50935","5707.27722649052","I- 65","4225.54552454015","UNKNOWN123338","18157","2337.4199513106"
"110015335920","Clovis","NM","58383.9221647565","Tolk","6194","17708.2733229947","US Hwy 87","99545.9844593391","UNKNOWN310330","48017","900.167698115945"
"110067660294","Kentwood","MI","46967.2070397585","Graphic Packaging","10698","60240.7918707898","I- 96","34304.1621325478","UNKNOWN172248","26015","1731.10130498091"
"110038737515","Richmond","VA","663.452542452622","Bellmeade Power Station","50966","7109.1612492253","I- 64","489.828411742278","SHOCKOE","51760","1434.22679742808"
"110039544400","Provo","UT","937.273813276234","Heber City","7111","48217.6950818569","I- 15","1480.48375035145","UNKNOWN205487","49049","1867.32904568361"
"110039544829","Shreveport","LA","1634.86160755403","Arsenal Hill","1416","2442.88876138929","I- 20","239.867813987292","BROOKS STREET","22017","654.301717396403"
